objectid,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,comments,event_import_source,event_import_id,latitude,longitude,country_name,country_code,admin_division_name,gazetteer_closest_point,gazetteer_distance,submitted_date,last_edited_date
6582,DailyExcelsior.com,http://www.dailyexcelsior.com/srinagar-jammu-highway-remain-closed-over-1300-vehicles-stranded/,10832,1483660800000.0,unknown,Ramban Landslides and Shooting Stones along Srinagar-Jammu National Highway,"The 300-km-long Srinagar-Jammu national highway remained closed for the second-day today due to slippery road conditions, following heavy snowfall and landslides during the past 24 hours. In Ramban and Ramsu area there was rain triggering landslides and shooting stones, a traffic police official said.","NH-1A, Banihal, Ramban, Jammu & Kashmir, 182148",5km,landslide,rain,medium,above_road,0.0,0.0,,,,GLC,,33.24199059,75.22770891,India,IN,Jammu and Kashmir,Chaunkri,19.61,1510152531000.0,
6584,thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Elderly+woman+buried+alive+in+landslide+&NewsID=255005,2314,1282539600000.0,05:00,"Khadkha Tole(?), Chittapol(Chitpol) VDC(?), Bhaktapur district","2010-08-24 11:58 AM  BHAKTAPUR: A woman was buried alive by a landslide at Khadkha Tole, Chittapol VDC in Bhaktapur on Tuesday at 5 am.  According to Shree Ram Bhandari, Inspector of Metropolitan Police Range, Jagati she was heading to the temple to offer puja on the occasion of Poornima when a landslide occurred in front of her home burying her. ","Khadkha Tole(?), Chittapol(Chitpol) VDC(?), Bhaktapur district",5km,landslide,downpour,medium,unknown,1.0,,,,,GLC,2314,27.6832,85.4434,Nepal,NP,Bagmati,Patan,1.89,1396310400000.0,
6585,Nagaland Post,http://www.nagalandpost.com/ChannelNews/Regional/RegionalNews.aspx?news=TkVXUzEwMDEzMjc3NQ%3D%3D,11405,1526083200000.0,unknown,Chessore Area Landslide,"Chessore Area Public Forums (CAPF) on Saturday informed that due to the recent incessant rainfall, Chessore area witnessed major landslide, cutting off all road connectivity from Chessore via Tuensang (Helipong road), Shamator and Chessore via Aghunato.","Chessore, Tuensang, Nagaland",1km,landslide,continuous_rain,medium,above_road,,,,https://static.thenortheasttoday.com/wp-content/uploads/2018/05/naga-1.jpeg-701x389.jpg,,GLC,,26.07821691,94.72071068,India,IN,Nagaland,Shipungrr,7.79,1527175739000.0,
6596,The Hindu,https://www.thehindu.com/news/national/tamil-nadu/landslips-reported-in-many-places-in-valparai-ghat-road/article24704101.ece,14394,1534474054000.0,05:00,Pollachi-Valparai Road landslides,"At the third bend in the road, a landslide occurred along a 1km strip. It took 3 hours to clear the road.","""Hairpin Bend 3"", SH-78, Valparai, Coimbatore, Tamil Nadu, 642105",25km,landslide,rain,medium,above_road,0.0,,,,Previously cataloged as 133108. Updated for location accuracy.,GLC,,10.45147354,76.98339139,India,IN,Tamil Nadu,Anaimalai,15.19,1597632455000.0,
6609,Orissa Post,http://www.orissapost.com/1-killed-another-hurt-in-landslide-at-quarry/,10953,1477296000000.0,08:00,Landslide at Illegal Quarry,"A labourer was killed while another sustained critical injuries in a landslide at an illegal stone quarry in Anjira mouza adjoining Expressway-200, about 20 km from Chandikhole in this district Monday morning.   The deceased was identified as DharanidharaTarai (22), a native of Sandhapur village while the injured labourer was Ajay Jata (50) of Dahipur village.  Tarai was rushed to Cuttack-based SCB Medical College and Hospital where doctors pronounced him brought dead while Jata is undergoing treatment at the same hospital.  According to reports, the two labourers were busy loading stones onto a tractor when as large rocks came rolling down the quarry on a hill situated over a 51 acre forest land in Anjira mouza under Dharmasala tehsil.  The stone mafia first tried to suppress the incident and concealed the names of the contractor, tractor owner and the quarry owner to evade public  outcry.","illegal stone quarry in Anjira mouza adjoining Expressway-200, about 20 km from Chandikhole, India",1km,landslide,mining,small,mine,1.0,0.0,,,,GLC,,20.83341,86.035008,India,IN,Orissa,Dharmsala,16.22,1499783056000.0,
6610,Kantipuronline.com,http://www.kantipuronline.com/kolnews.php?&nid=122208,257,1189465200000.0,23:00,Ladabhir and Sirthauli VDCs in Sindhuli district,"people buried at 11pm, multiple landslides in area, 100+ families displaced",Ladabhir and Sirthauli VDCs in Sindhuli district,25km,landslide,rain,large,unknown,3.0,,,,,GLC,257,27.2667,85.9667,Nepal,NP,Janakpur,Janakpur,22.6,1396310400000.0,
6621,news.monstersandcritics,http://news.monstersandcritics.com/southasia/news/article_1658629.php/Seven-die-in-landslides-caused-by-monsoon-rains-in-Nepal,3940,1313971200000.0,,"village of Khara, Rukum district, Kathmandu","Five died in the village of Khara, in the country's mid-western Rukum district, after being buried in a landslide late Monday, regional police reported.","village of Khara, Rukum district, Kathmandu",5km,landslide,downpour,medium,unknown,5.0,,,,,GLC,3940,28.799,82.4712,Nepal,NP,Rapti,Lunh,25.32,1396310400000.0,
6631,myrepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=8789,1101,1250553600000.0,,"Asigram-9 Bhetagaun, Dadeldhura","Two persons were killed and hundreds displaced in landslides following incessant rains across the country on Tuesday. According to our correspondent from Dadeldhura, two persons were killed and four injured in two separate incidents of landslide in the district. Naru Damai, 45, of Asigram-9 Bhetagaun was buried under the rubble of her house, which collapsed after the landslide.","Asigram-9 Bhetagaun, Dadeldhura",25km,landslide,downpour,medium,unknown,1.0,,,,,GLC,1101,29.1917,80.8708,Nepal,NP,Seti,Dhindi,25.88,1396310400000.0,
6640,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-08/india/40442779_1_food-grains-villages-pithoragarh-district-headquarters,5024,1372896000000.0,,"Gunji, Uttarakhand","A 52-member batch of Kailash Mansarovar pilgrims has been stuck in Gunji town, 120 km from Pithoragarh, since July 4 due to landslides triggered by incessant rainfall over the past five days. The pilgrims are on their way back to Pithoragarh. ""Gunji has become inaccessible after all connecting roads leading to the town were washed away due to heavy landslides caused by incessant rains in the region,"" said a senior manager of the Kumaon Mandal Vikas Nigam in Nainital. An ITBP officer in Pithoragarh said it had so far not been possible to rescue the trapped pilgrims. ""Once it stops raining and the weather becomes normal, we will airlift all stuck pilgrims from Gunji to Pithoragarh,"" he said. The officer said although the pilgrims were staying at an ITBP guesthouse they might face a shortage of ration supplies if they were not airlifted within a day or two. A report reaching Pithoragarh district headquarters said 500 other people Ñ from more than 15 far-flung and remote villages Ñ were st","Gunji, Uttarakhand",50km,landslide,continuous_rain,medium,unknown,,,,,,GLC,5024,30.1719,80.8576,India,IN,Uttaranchal,Sobala,28.2,1396310400000.0,
6644,personal communication,,554,1211932800000.0,,"Periyanmala, Kottayam district, Kerala, India",,"Periyanmala, Kottayam district, Kerala, India",5km,landslide,downpour,medium,unknown,,,,,,GLC,554,9.7327,76.8403,India,IN,Kerala,Kanjirapalli,19.74,1396310400000.0,
6673,The Hindu,http://www.thehindu.com/news/cities/Thiruvananthapuram/three-killed-and-one-injured-in-house-collapse-in-nedumangad/article17998275.ece,10722,1492041600000.0,,Fatal landslide in Chembakasserikonam,"Landslide during downpour causes house to collapse, killing 3 and injuring one. Other house also damaged.","Nedumangad, Thiruvananthapuram, Kerala State, India",5km,landslide,downpour,small,urban,3.0,1.0,,,,GLC,,8.5845033,76.97925203,India,IN,Kerala,Trivandrum,13.42,1501248864000.0,
6679,thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+obstructs+Prithvi+Highway+&NewsID=256743,2398,1283749200000.0,05:00,"Simaltal(?), on Prithvi hwy, Kabilas VDC, Chitwan","2010-09-06 9:33 AM  CHITWAN: The Prithivi Highway remains obstructed since Monday morning following landside at Simaltal at Kabilas VDC-6 of Chitwan on the Muglin-Narayangadh stretch of the highway.  The mudslide took place at around 5:00 this morning and efforts are being made to clear off the road, the District Police Office, Chitwan said.","Simaltal(?), on Prithvi hwy, Kabilas VDC, Chitwan",5km,mudslide,downpour,medium,unknown,0.0,,,,,GLC,2398,27.7884,84.4866,Nepal,NP,Narayani,Narayangarh,12.8,1396310400000.0,
6683,Telegraph India,http://www.telegraphindia.com/1110618/jsp/northeast/story_14127559.jsp,3619,1308339000000.0,19:00,"National HWY 31A, Birik (cut off Sikkim)","The rain also triggered mudslides at two places on National Highway 31A, Sikkim’s only road link, holding up nearly 500 vehicles for five hours.","National HWY 31A, Birik (cut off Sikkim)",unknown,mudslide,rain,medium,unknown,0.0,,,,,GLC,3619,27.4885,88.4451,India,IN,Sikkim,Mangan,7.7,1396310400000.0,
6685,Greater Kashmir,http://www.greaterkashmir.com/news/chenab-valley/story/242033.html,10846,1487808000000.0,unknown,"Kungwari Landslide, Peripheral Roads in Kashmir Closed","In wake of three consecutive days of incessant rainfall, peripheral roads of Kishtwar including Kungwari, Badran, Patimhala are damaged following heavy landslides, reports said.","Kungwari, Palmar, Chhatroo, Kishtwar, Jammu & Kashmir",5km,landslide,continuous_rain,unknown,unknown,0.0,0.0,,,,GLC,,33.38247258,75.7228768,India,IN,Jammu and Kashmir,Mugal Maidan,4.51,1507931129000.0,
6697,Arunachal Pradesh,http://www.arunachaltimes.in/nature-unleashes-fury-leaves-trail-of-devastation-in-itanagar/,9935,1498892400000.0,07:00,House in Itanagar washed away by landslide,Landslide completely destroys house in Sanglo Potum. No casualties as house was vacated immediately prior.,"Sanglo Potum (??), Itanagar, Papum Pare, Arunachal Pradesh",5km,landslide,continuous_rain,medium,natural_slope,0.0,0.0,,,,GLC,,27.08168565,93.60815652,India,IN,Arunachal Pradesh,Kaolakhat,50.3,1499095069000.0,
6704,www.business-standard.com,http://www.business-standard.com/article/news-ani/tourists-stranded-due-to-landslide-in-gangtok-113060900319_1.html,4908,1370710800000.0,17:00,"15 Km From Gangtok, Himalayans","Hundreds of tourists were stranded near Gangtok, following a landslide. ""We faced many problems there was nothing to protect us (from cold). The person, who slept in the vehicle in night, might fall sick. Military persons gave food to everybody to eat. Locals helped us,"" a tourist, Sanjay Suri, said. Nearly 100 vehicles were struck as slush and the debris blocked the road nearly 15 kilometres off Gangtok after heavy rain. Gangtok is located in the Himalayans at an altitude of nearly 5,600 feet. Military personnel and locals aided the visitors, who slept either in cars or a nearby temple. The Border Roads Organisation (BRO) has started the clearing operations to make the road commutable for the travelers to leave for their destination. (2nd link) Around 600 tourists returning to Gangtok from Chhangu Lake, Baba Mandir and Nathu-la were stranded at 5th Mile, 15km from Gangtok, following a landslide on Jawaharlal Nehru Marg on Saturday evening, official sources said. ""Around 5pm, when the ","15 Km From Gangtok, Himalayans",25km,landslide,downpour,medium,unknown,0.0,,,,,GLC,4908,27.3721,88.708,India,IN,Sikkim,Xarsingma,22.21,1396310400000.0,
6706,Kathmandu Post,http://kathmandupost.ekantipur.com/news/2016-07-01/2-dead-in-darchula-landslides.html,8375,1467327600000.0,23:00,"Sarmoli, Darchula, Nepal","Two people died in landslides that occurred at various places of Darchula due to incessant rain from Thursday night. According to police, a woman has gone missing.  Basanti Dhami, 25, of Malikarjun-8 and Chandradev Pant, 71, of Sarmoli-4 lost their lives after landmasses covered their houses.  Police said they have not been able to expedite rescue efforts due to continuous downpour. Furthermore, the blockades at the main road due to the rain have posed difficulty in carrying out the rescue operations, police said.","Sarmoli, Darchula, Nepal",5km,landslide,downpour,medium,unknown,1.0,0.0,,http://assets-cdn.ekantipur.com/images/the-kathmandu-post/miscellaneous/0107201603220301072016025530manoj-badu-1000x0-1000x0.jpg,,GLC,8375,29.6394,80.7179,Nepal,NP,Mahakali,Suadi,8.28,1467817695000.0,
6708,eKantipur,http://www.ekantipur.com/2014/06/20/top-story/10-killed-in-separate-landslides-3-missing/391087.html,6077,1403222400000.0,,Gulmi District,A landslide in Aglung-8 of Gulmi district claimed the lives of seven members of the same family on Friday. Two are still missing in the landslide which swept away 3 houses.,Gulmi District,5km,landslide,rain,medium,unknown,7.0,0.0,,,,GLC,6077,28.0816,83.2934,Nepal,NP,Lumbini,Nisi Khola,10.3,1408838400000.0,
6714,NBC News,http://www.nbcnews.com/id/32186051/ns/us_news-msnbc_wire_services/t/die-nepal-floods-landslides/#.WjqIuVWnEbM,1062,1248652800000.0,,Takdoo village (250 km North east of Kathmandu) ,"In the worst incident, at least 13 people were killed in a landslide in Takdoo village early Monday, chief government administrator Talasi Gautam said. He said rescuers were still digging through mud and debris searching for victims. The village, about 125 miles (200 kilometers) northeast of Katmandu, is at least two days’ trek from the district capital, and the continuing rain was making rescue efforts difficult.",Takdoo village (250 km North east of Kathmandu) ,25km,landslide,monsoon,large,unknown,13.0,,,,,GLC,1062,28.0,85.71,Nepal,NP,Bagmati,Barahbise,30.09,1396310400000.0,
6718,Rising Kashmir,http://www.risingkashmir.com/landslide-earth-sinking-in-bla/,6889,1426377600000.0,,Bandibala,"As a result of continuous rains and snowfall during the past few days several areas in Baramulla district including Larridora, Bandibala, Dodhbugh, Nilsar, Hajibal, Shirpora and others have witnessed landslides and earth sinking.",Bandibala,5km,landslide,continuous_rain,medium,unknown,0.0,0.0,,http://www.risingkashmir.com/landslide-earth-sinking-in-bla/,,GLC,6889,34.0786,74.3836,India,IN,Jammu and Kashmir,Gulmarg,1.91,1436815721000.0,
